datapoint_id	word	sense	metaphor	pos	definition
random.229	exacting	stern.s.03	0	adj	[stern; strict; exacting] severe and unremitting in making demands (an exacting instructor | a stern disciplinarian | strict standards)
random.230	exacting	exigent.s.02	0	adj	[exigent; exacting] requiring precise accuracy (an exacting job | became more exigent over his pronunciation)
random.231	indurate	indurate.v.01	1	verb	[indurate] become fixed or established (indurated customs)
random.232	indurate	harden.v.02	0	verb	[harden; indurate] make hard or harder (The cold hardened the butter)
random.233	indurate	harden.v.01	0	verb	[harden; indurate] become hard or harder (The wax hardened)
random.234	indurate	inure.v.01	0	verb	[inure; harden; indurate] cause to accept or become hardened to; habituate (He was inured to the cold)
random.235	indurate	callous.s.01	1	adj	[callous; indurate; pachydermatous] emotionally hardened (a callous indifference to suffering | cold-blooded and indurate to public opinion)
random.236	slang	slang.n.01	0	noun	[slang; slang_expression; slang_term] informal language consisting of words and expressions that are not considered appropriate for formal occasions; often vituperative or vulgar (their speech was full of slang expressions)
random.237	slang	slang.n.02	0	noun	[slang; cant; jargon; lingo; argot; patois; vernacular] a characteristic language of a particular group (as among thieves) (they don't speak our lingo)
random.238	slang	slang.v.01	0	verb	[slang] use slang or vulgar language ()
random.239	slang	gull.v.02	0	verb	[gull; dupe; slang; befool; cod; fool; put_on; take_in; put_one_over; put_one_across] fool or hoax (The immigrant was duped because he trusted everyone | You can't fool me!)
random.240	slang	slang.v.03	0	verb	[slang] abuse with coarse language ()
random.241	tributary	feeder.n.03	0	noun	[feeder; tributary; confluent; affluent] a branch that flows into the main stream ()
random.242	tributary	tributary.s.01	0	adj	[tributary] (of a stream) flowing into a larger stream ()
random.243	tributary	tributary.s.02	1	adj	[tributary] paying tribute (a tributary colony)
random.244	tributary	conducive.s.01	1	adj	[conducive; contributing; contributive; contributory; tributary] tending to bring about; being partly responsible for (working conditions are not conducive to productivity | the seaport was a contributing factor in the growth of the city | a contributory factor)
random.245	buoyancy	buoyancy.n.01	1	noun	[buoyancy; perkiness] cheerfulness that bubbles to the surface ()
random.246	buoyancy	airiness.n.02	0	noun	[airiness; buoyancy] the property of something weightless and insubstantial ()
random.247	buoyancy	buoyancy.n.03	0	noun	[buoyancy] the tendency to float in water or other liquid ()
random.248	buoyancy	irrepressibility.n.01	1	noun	[irrepressibility; buoyancy] irrepressible liveliness and good spirit (I admired his buoyancy and persistent good humor)
random.249	hardening	hardening.n.01	0	noun	[hardening] abnormal hardening or thickening of tissue ()
random.250	hardening	hardening.n.02	0	noun	[hardening; solidifying; solidification; set; curing] the process of becoming hard or solid by cooling or drying or crystallization (the hardening of concrete | he tested the set of the glue)
random.251	hardening	hardening.n.03	0	noun	[hardening] the act of making something harder (firmer or tighter or more compact) ()
random.252	hardening	harden.v.01	0	verb	[harden; indurate] become hard or harder (The wax hardened)
random.253	hardening	harden.v.02	0	verb	[harden; indurate] make hard or harder (The cold hardened the butter)
random.254	hardening	temper.v.02	0	verb	[temper; harden] harden by reheating and cooling in oil (temper steel)
random.255	hardening	season.v.02	1	verb	[season; harden] make fit (This trip will season even the hardiest traveller)
random.256	hardening	inure.v.01	1	verb	[inure; harden; indurate] cause to accept or become hardened to; habituate (He was inured to the cold)
random.257	wideness	wideness.n.01	0	noun	[wideness; broadness] the property of being wide; having great width ()
random.258	wideness	enormousness.n.01	0	noun	[enormousness; grandness; greatness; immenseness; immensity; sizeableness; vastness; wideness] unusual largeness in size or extent or number ()
random.259	wideness	widen.v.01	0	verb	[widen] become broader or wider or more extensive (The road widened)
random.260	wideness	let_out.v.04	0	verb	[let_out; widen] make (clothes) larger (Let out that dress--I gained a lot of weight)
random.261	wideness	widen.v.03	0	verb	[widen] make wider (widen the road)
random.262	wideness	widen.v.04	1	verb	[widen; broaden; extend] extend in scope or range or area (The law was extended to all citizens | widen the range of applications | broaden your horizon | Extend your backyard)
random.263	savouring	tasting.n.03	0	noun	[tasting; savoring; savouring; relishing; degustation] taking a small amount into the mouth to test its quality (cooking was fine but it was the savoring that he enjoyed most)
random.264	savouring	taste.v.01	0	verb	[taste; savor; savour] have flavor; taste of something ()
random.265	savouring	savor.v.04	0	verb	[savor; savour] give taste to ()
random.266	savouring	savor.v.03	0	verb	[savor; savour] taste appreciatively (savor the soup)
random.267	savouring	enjoy.v.01	1	verb	[enjoy; bask; relish; savor; savour] derive or receive pleasure from; get enjoyment from; take pleasure in (She relished her fame and basked in her glory)
random.268	invigorated	inspire.v.01	0	verb	[inspire; animate; invigorate; enliven; exalt] heighten or intensify (These paintings exalt the imagination)
random.269	invigorated	quicken.v.03	0	verb	[quicken; invigorate] give life or energy to (The cold water invigorated him)
random.270	invigorated	enliven.v.02	0	verb	[enliven; liven; liven_up; invigorate; animate] make lively (let's liven up this room a bit)
random.271	invigorated	invigorate.v.04	0	verb	[invigorate; reinvigorate] impart vigor, strength, or vitality to (Exercise is invigorating)
random.272	invigorated	fresh.s.08	0	adj	[fresh; invigorated; refreshed; reinvigorated] with restored energy ()
random.273	twinkle	twinkle.n.01	0	noun	[twinkle; scintillation; sparkling] a rapid change in brightness; a brief spark or flash ()
random.274	twinkle	sparkle.n.01	1	noun	[sparkle; twinkle; spark; light] merriment expressed by a brightness or gleam or animation of countenance (he had a sparkle in his eye | there's a perpetual twinkle in his eyes)
random.275	twinkle	flash.v.01	0	verb	[flash; blink; wink; twinkle; winkle] gleam or glow intermittently (The lights were flashing)
random.276	twinkle	twinkle.v.02	0	verb	[twinkle; winkle; scintillate] emit or reflect light in a flickering manner (Does a constellation twinkle more brightly than a single star?)
random.277	croaking	croak.n.01	0	noun	[croak; croaking] a harsh hoarse utterance (as of a frog) ()
random.278	croaking	die.v.01	1	verb	[die; decease; perish; go; exit; pass_away; expire; pass; kick_the_bucket; cash_in_one's_chips; buy_the_farm; conk; give-up_the_ghost; drop_dead; pop_off; choke; croak; snuff_it] pass from physical life and lose all bodily attributes and functions necessary to sustain life (She died from cancer | The children perished in the fire | The patient went peacefully | The old guy kicked the bucket at the age of 102)
random.279	croaking	croak.v.02	0	verb	[croak; cronk] utter a hoarse sound, like a raven ()
random.280	croaking	murmur.v.02	1	verb	[murmur; mutter; grumble; croak; gnarl] make complaining remarks or noises under one's breath (she grumbles when she feels overworked)
random.281	diviner	diviner.n.01	0	noun	[diviner] someone who claims to discover hidden knowledge with the aid of supernatural powers ()
random.282	diviner	divine.s.01	0	adj	[divine; godly] emanating from God; ; ; -Saturday Review (divine judgment | divine guidance | everything is black or white...satanic or godly)
random.283	diviner	providential.s.03	0	adj	[providential; divine] resulting from divine providence (providential care | a providential visitation)
random.284	diviner	divine.s.03	0	adj	[divine; godlike] being or having the nature of a god; -J.G.Frazier; ; ; -J.G.Saxe (the custom of killing the divine king upon any serious failure of his...powers | the divine will | the divine capacity for love | 'Tis wise to learn; 'tis God-like to create)
random.285	diviner	divine.s.04	0	adj	[divine] devoted to or in the service or worship of a deity (divine worship | divine liturgy)
random.286	diviner	divine.s.05	0	adj	[divine; godlike] appropriate to or befitting a god; ; ; -R.H.Roveref (the divine strength of Achilles | a man of godlike sagacity | man must play God for he has acquired certain godlike powers)
random.287	diviner	divine.s.06	1	adj	[divine; elysian; inspired] being of such surpassing excellence as to suggest inspiration by the gods (her pies were simply divine | the divine Shakespeare | an elysian meal | an inspired performance)
random.288	wharf	pier.n.01	0	noun	[pier; wharf; wharfage; dock] a platform built out from the shore into the water and supported by piles; provides access to ships and boats ()
random.289	wharf	wharf.v.01	0	verb	[wharf] provide with a wharf (Wharf the mouth of the river)
random.290	wharf	wharf.v.02	0	verb	[wharf] store on a wharf (Wharf the merchandise)
random.291	wharf	wharf.v.03	0	verb	[wharf] discharge at a wharf (wharf the passengers)
random.292	wharf	moor.v.02	0	verb	[moor; berth; wharf] come into or dock at a wharf (the big ship wharfed in the evening)
random.293	wharf	wharf.v.05	0	verb	[wharf] moor at a wharf (The ship was wharfed)
random.294	feigning	pretense.n.02	0	noun	[pretense; pretence; feigning; dissembling] pretending with intention to deceive ()
random.295	feigning	pretense.n.01	0	noun	[pretense; pretence; pretending; simulation; feigning] the act of giving a false appearance (his conformity was only pretending)
random.296	feigning	feign.v.01	0	verb	[feign; sham; pretend; affect; dissemble] make believe with the intent to deceive (He feigned that he was ill | He shammed a headache)
random.297	feigning	simulate.v.03	0	verb	[simulate; assume; sham; feign] make a pretence of (She assumed indifference, even though she was seething with anger | he feigned sleep)
random.298	shiner	shiner.n.01	1	noun	[shiner; black_eye; mouse] a swollen bruise caused by a blow to the eye ()
random.299	shiner	shiner.n.02	0	noun	[shiner] something that shines (with emitted or reflected light) ()
random.300	shiner	common_mackerel.n.01	0	noun	[common_mackerel; shiner; Scomber_scombrus] important food fish of the northern Atlantic and Mediterranean; its body is greenish-blue with dark bars and small if any scales ()
random.301	shiner	shiner.n.04	0	noun	[shiner] any of numerous small silvery North American cyprinid fishes especially of the genus Notropis ()
random.302	chink	chink.n.01	1	noun	[chink; Chinaman] (ethnic slur) offensive term for a person of Chinese descent ()
random.303	chink	chink.n.02	0	noun	[chink] a narrow opening as e.g. between planks in a wall ()
random.304	chink	chink.n.03	0	noun	[chink; click; clink] a short light metallic sound ()
random.305	chink	tinkle.v.01	0	verb	[tinkle; tink; clink; chink] make or emit a high sound (tinkling bells)
random.306	chink	chink.v.02	0	verb	[chink] fill the chinks of, as with caulking ()
random.307	chink	check.v.24	0	verb	[check; chink] make cracks or chinks in (The heat checked the paint)
random.308	misgiving	scruple.n.02	0	noun	[scruple; qualm; misgiving] uneasiness about the fitness of an action ()
random.309	misgiving	apprehension.n.03	0	noun	[apprehension; misgiving] painful expectation ()
random.310	misgiving	misgiving.n.03	0	noun	[misgiving; mistrust; distrust; suspicion] doubt about someone's honesty ()
random.311	misgiving	misgive.v.01	0	verb	[misgive] suggest fear or doubt (Her heart misgave her that she had acted inexcusably)
random.312	hives	urtication.n.01	0	noun	[urtication; urticaria; hives; nettle_rash] an itchy skin eruption characterized by weals with pale interiors and well-defined red margins; usually the result of an allergic response to insect bites or food or drugs ()
random.313	hives	hive.n.01	1	noun	[hive] a teeming multitude ()
random.314	hives	beehive.n.04	0	noun	[beehive; hive] a man-made receptacle that houses a swarm of bees ()
random.315	hives	beehive.n.02	0	noun	[beehive; hive] a structure that provides a natural habitation for bees; as in a hollow tree ()
random.316	hives	hive.v.01		verb	[hive] store, like bees (bees hive honey and pollen | He hived lots of information)
random.317	hives	hive.v.02		verb	[hive] move together in a hive or as if in a hive (The bee swarms are hiving)
random.318	hives	hive.v.03	0	verb	[hive] gather into a hive (The beekeeper hived the swarm)
random.319	sousing	drenching.n.01	0	noun	[drenching; soaking; souse; sousing] the act of making something completely wet (he gave it a good drenching)
random.320	sousing	drench.v.04	0	verb	[drench; douse; dowse; soak; sop; souse] cover with liquid; pour liquid onto (souse water on his hot face)
random.321	sousing	dunk.v.01	0	verb	[dunk; dip; souse; plunge; douse] immerse briefly into a liquid so as to wet, coat, or saturate (dip the garment into the cleaning solution | dip the brush into the paint)
random.322	sousing	souse.v.03	1	verb	[souse; soak; inebriate; hit_it_up] become drunk or drink excessively ()
random.323	sousing	souse.v.04	0	verb	[souse] cook in a marinade (souse herring)
random.324	benevolent	benevolent.a.01	0	adj	[benevolent] intending or showing kindness (a benevolent society)
random.325	benevolent	charitable.s.03	0	adj	[charitable; benevolent; kindly; sympathetic; good-hearted; openhearted; large-hearted] showing or motivated by sympathy and understanding and generosity (was charitable in his opinions of others | kindly criticism | a kindly act | sympathetic words | a large-hearted mentor)
random.326	benevolent	benevolent.s.03	0	adj	[benevolent; freehearted] generous in providing aid to others ()
random.327	benevolent	beneficent.s.02	0	adj	[beneficent; benevolent; eleemosynary; philanthropic] generous in assistance to the poor (a benevolent contributor | eleemosynary relief | philanthropic contributions)
random.328	seasoning	flavorer.n.01	0	noun	[flavorer; flavourer; flavoring; flavouring; seasoner; seasoning] something added to food primarily for the savor it imparts ()
random.329	seasoning	seasoning.n.02	0	noun	[seasoning] the act of adding a seasoning to food ()
random.330	seasoning	season.v.01	0	verb	[season; flavor; flavour] lend flavor to (Season the chicken breast after roasting it)
random.331	seasoning	season.v.02	1	verb	[season; harden] make fit (This trip will season even the hardiest traveller)
random.332	seasoning	temper.v.04	1	verb	[temper; season; mollify] make more temperate, acceptable, or suitable by adding something else; moderate (she tempered her criticism)
random.333	andante	andante.n.01	0	noun	[andante] a moderately slow tempo (a walking pace) ()
random.334	andante	andante.n.02	0	noun	[andante] a musical composition or musical passage to be performed moderately slow ()
random.335	andante	andante.s.01	0	adj	[andante] (of tempo) moderately slow ()
random.336	andante	andante.r.01	0	adv	[andante] at a moderately slow tempo (this passage must be played andante)
random.337	cd	cadmium.n.01	0	noun	[cadmium; Cd; atomic_number_48] a soft bluish-white ductile malleable toxic bivalent metallic element; occurs in association with zinc ores ()
random.338	cd	candle.n.02	0	noun	[candle; candela; cd; standard_candle] the basic unit of luminous intensity adopted under the Systeme International d'Unites; equal to 1/60 of the luminous intensity per square centimeter of a black body radiating at the temperature of 2,046 degrees Kelvin ()
random.341	cd	four_hundred.s.01	0	adj	[four_hundred; 400; cd] being one hundred more than three hundred ()
random.342	interpose	interpose.v.01	0	verb	[interpose] be or come between (An interposing thicket blocked their way)
random.343	interpose	interpose.v.02	1	verb	[interpose] introduce (God interposed death)
random.344	interpose	interject.v.01	1	verb	[interject; come_in; interpose; put_in; throw_in; inject] to insert between other elements (She interjected clever remarks)
random.345	interpose	intervene.v.01	1	verb	[intervene; step_in; interfere; interpose] get involved, so as to alter or hinder an action, or through force or threat of force (Why did the U.S. not intervene earlier in WW II?)
random.346	unbending	straighten.v.01	0	verb	[straighten; unbend] straighten up or out; make straight ()
random.347	unbending	unbend.v.02	0	verb	[unbend] unfasten, as a sail, from a spar or a stay ()
random.348	unbending	unbend.v.03	0	verb	[unbend] free from flexure (unbend a bow)
random.349	unbending	relax.v.02	0	verb	[relax; unbend] make less taut (relax the tension on the rope)
random.350	unbending	relax.v.01	1	verb	[relax; loosen_up; unbend; unwind; decompress; slow_down] become less tense, rest, or take one's ease (He relaxed in the hot tub | Let's all relax after a hard day's work)
random.351	unbending	unbend.v.06	1	verb	[unbend] release from mental strain, tension, or formality (unbend the mind from absorbing too much information)
random.352	unbending	inflexible.s.04	1	adj	[inflexible; rigid; unbending] incapable of adapting or changing to meet circumstances (a rigid disciplinarian | an inflexible law | an unbending will to dominate)
random.353	devising	devising.n.01	0	noun	[devising; fashioning; making] the act that results in something coming to be (the devising of plans | the fashioning of pots and pans | the making of measurements | it was already in the making)
random.354	devising	invent.v.01	0	verb	[invent; contrive; devise; excogitate; formulate; forge] come up with (an idea, plan, explanation, theory, or principle) after a mental effort (excogitate a way to measure the speed of light)
random.355	devising	organize.v.05	0	verb	[organize; organise; prepare; devise; get_up; machinate] arrange by systematic planning and united effort (machinate a plot | organize a strike | devise a plan to take over the director's office)
random.356	devising	devise.v.03	0	verb	[devise] give by will, especially real property ()
random.357	rimed	rhyme.v.02	0	verb	[rhyme; rime] be similar in sound, especially with respect to the last syllable (hat and cat rhyme)
random.358	rimed	rhyme.v.01	0	verb	[rhyme; rime] compose rhymes ()
random.359	rimed	rim.v.01	0	verb	[rim] run around the rim of (Sugar rimmed the dessert plate)
random.360	rimed	rim.v.02	0	verb	[rim] furnish with a rim (rim a hat)
random.361	rimed	rim.v.03	0	verb	[rim] roll around the rim of (the ball rimmed the basket)
random.362	rimed	frosty.s.02	0	adj	[frosty; rimed; rimy] covered with frost; ; -Wm.Faulkner (a frosty glass | hedgerows were rimed and stiff with frost)
random.363	chicory	chicory.n.01	0	noun	[chicory; chicory_root] the dried root of the chicory plant: used as a coffee substitute ()
random.364	chicory	chicory.n.02	0	noun	[chicory; succory; chicory_plant; Cichorium_intybus] perennial Old World herb having rayed flower heads with blue florets cultivated for its root and its heads of crisp edible leaves used in salads ()
random.365	chicory	chicory.n.03	0	noun	[chicory; chicory_root] root of the chicory plant roasted and ground to substitute for or adulterate coffee ()
random.366	chicory	chicory.n.04	0	noun	[chicory; curly_endive] crisp spiky leaves with somewhat bitter taste ()
random.367	episcopate	episcopate.n.01	0	noun	[episcopate] the term of office of a bishop ()
random.368	episcopate	diocese.n.01	0	noun	[diocese; bishopric; episcopate] the territorial jurisdiction of a bishop ()
random.369	episcopate	episcopacy.n.01	0	noun	[episcopacy; episcopate] the collective body of bishops ()
random.370	episcopate	bishopry.n.01	0	noun	[bishopry; episcopate] the office and dignity of a bishop ()
random.371	transpose	transpose.n.01	0	noun	[transpose] a matrix formed by interchanging the rows and columns of a given matrix ()
random.372	transpose	permute.v.01	0	verb	[permute; commute; transpose] change the order or arrangement of (Dyslexics often transpose letters in a word)
random.373	transpose	transfer.v.09	0	verb	[transfer; transpose; transplant] transfer from one place or period to another (The ancient Greek story was transplanted into Modern America)
random.374	transpose	counterchange.v.01	0	verb	[counterchange; transpose; interchange] cause to change places (interchange this screw for one of a smaller size)
random.375	transpose	transpose.v.04	0	verb	[transpose] transfer a quantity from one side of an equation to the other side reversing its sign, in order to maintain equality ()
random.376	transpose	transpose.v.05	0	verb	[transpose] put (a piece of music) into another key ()
random.377	transpose	commute.v.01	0	verb	[commute; transpose] exchange positions without a change in value (These operators commute with each other)
random.378	transpose	transpose.v.07	0	verb	[transpose] change key (Can you transpose this fugue into G major?)
random.379	governess	governess.n.01	0	noun	[governess] a woman entrusted with the care and supervision of a child (especially in a private home) ()
random.380	governess	regulate.v.02	1	verb	[regulate; regularize; regularise; order; govern] bring into conformity with rules or principles or usage; impose regulations (We cannot regulate the way people dress | This town likes to regulate)
random.381	governess	govern.v.02	1	verb	[govern] direct or strongly influence the behavior of (His belief in God governs his conduct)
random.382	governess	govern.v.03	0	verb	[govern; rule] exercise authority over; as of nations (Who is governing the country now?)
random.383	governess	govern.v.04	1	verb	[govern] require to be in a certain grammatical case, voice, or mood (most transitive verbs govern the accusative case in German)
random.384	rationalise	rationalize.v.03	0	verb	[rationalize; rationalise] structure and run according to rational or scientific principles in order to achieve desired results (We rationalized the factory's production and raised profits)
random.385	rationalise	apologize.v.02	0	verb	[apologize; apologise; excuse; justify; rationalize; rationalise] defend, explain, clear away, or make excuses for by reasoning (rationalize the child's seemingly crazy behavior | he rationalized his lack of success)
random.386	rationalise	rationalize.v.04	0	verb	[rationalize; rationalise] think rationally; employ logic or reason (When one wonders why one is doing certain things, one should rationalize)
random.387	rationalise	rationalize.v.05	0	verb	[rationalize; rationalise] remove irrational quantities from (This function can be rationalized)
random.388	rationalise	cut.v.33	0	verb	[cut; prune; rationalize; rationalise] weed out unwanted or unnecessary things (We had to lose weight, so we cut the sugar from our diet)
random.389	puncture	puncture.n.01	0	noun	[puncture] loss of air pressure in a tire when a hole is made by some sharp object ()
random.390	puncture	puncture.n.02	0	noun	[puncture] a small hole made by a sharp object ()
random.391	puncture	puncture.n.03	0	noun	[puncture] the act of puncturing or perforating ()
random.392	puncture	puncture.v.01	0	verb	[puncture] pierce with a pointed object; make a hole into (puncture a tire)
random.393	puncture	puncture.v.02	0	verb	[puncture] make by piercing (puncture a hole)
random.394	puncture	deflate.v.03	1	verb	[deflate; puncture] reduce or lessen the size or importance of (The bad review of his work deflated his self-confidence)
random.395	puncture	puncture.v.04	0	verb	[puncture] cause to lose air pressure or collapse by piercing (puncture an air balloon)
random.396	puncture	puncture.v.05	0	verb	[puncture] be pierced or punctured (The tire punctured)
random.397	wetter	wetting_agent.n.01	0	noun	[wetting_agent; wetter; surfactant; surface-active_agent] a chemical agent capable of reducing the surface tension of a liquid in which it is dissolved ()
random.398	wetter	wetter.n.02	0	noun	[wetter] a workman who wets the work in a manufacturing process ()
random.399	wetter	bedwetter.n.01	0	noun	[bedwetter; bed_wetter; wetter] someone suffering from enuresis; someone who urinates while asleep in bed ()
random.400	wetter	wet.a.01	0	adj	[wet] covered or soaked with a liquid such as water (a wet bathing suit | wet sidewalks | wet weather)
random.401	wetter	wet.a.02	0	adj	[wet] containing moisture or volatile components (wet paint)
random.402	wetter	wet.a.03	1	adj	[wet] supporting or permitting the legal production and sale of alcoholic beverages (a wet candidate running on a wet platform | a wet county)
random.403	wetter	wet.a.04	0	adj	[wet; lactating] producing or secreting milk (a wet nurse | a wet cow | lactating cows)
random.404	wetter	wet.s.05	1	adj	[wet] consisting of or trading in alcoholic liquor (a wet cargo | a wet canteen)
random.405	wetter	besotted.s.01	1	adj	[besotted; blind_drunk; blotto; crocked; cockeyed; fuddled; loaded; pie-eyed; pissed; pixilated; plastered; slopped; sloshed; smashed; soaked; soused; sozzled; squiffy; stiff; tight; wet] very drunk ()
random.406	prim	prim.v.01	0	verb	[prim] assume a prim appearance (They mince and prim)
random.407	prim	prim.v.02	0	verb	[prim] contract one's lips (She primmed her lips after every bite of food)
random.408	prim	prim.v.03	0	verb	[prim; prim_up; prim_out] dress primly ()
random.409	prim	dainty.s.01	0	adj	[dainty; mincing; niminy-piminy; prim; twee] affectedly dainty or refined ()
random.410	prim	priggish.s.01	0	adj	[priggish; prim; prissy; prudish; puritanical; square-toed; straitlaced; strait-laced; straightlaced; straight-laced; tight-laced; victorian] exaggeratedly proper (my straitlaced Aunt Anna doesn't approve of my miniskirts)
random.411	nosed	intrude.v.03	1	verb	[intrude; horn_in; pry; nose; poke] search or inquire in a meddlesome way (This guy is always nosing around the office)
random.412	nosed	nose.v.02	1	verb	[nose] advance the forward part of with caution (She nosed the car into the left lane)
random.413	nosed	scent.v.02	0	verb	[scent; nose; wind] catch the scent of; get wind of (The dog nosed out the drugs)
random.414	nosed	nose.v.04	0	verb	[nose] push or move with the nose ()
random.415	nosed	nuzzle.v.02	0	verb	[nuzzle; nose] rub noses ()
random.416	nosed	nose.v.06	1	verb	[nose] defeat by a narrow margin ()
random.417	nosed	nosed.a.01		adj	[nosed] having a nose (either literal or metaphoric) especially of a specified kind ()
random.418	frosting	frosting.n.01	1	noun	[frosting; icing; ice] a flavored sugar topping used to coat and decorate cakes ()
random.419	frosting	frost.v.01	1	verb	[frost; ice] decorate with frosting (frost a cake)
random.420	frosting	frost.v.02	1	verb	[frost] provide with a rough or speckled surface or appearance (frost the glass | she frosts her hair)
random.421	frosting	frost.v.03	0	verb	[frost] cover with frost (ice crystals frosted the glass)
random.422	frosting	frost.v.04	0	verb	[frost] damage by frost (The icy precipitation frosted the flowers and they turned brown)
random.423	honeycomb	honeycomb.n.01	0	noun	[honeycomb] a structure of small hexagonal cells constructed from beeswax by bees and used to store honey and larvae ()
random.424	honeycomb	honeycomb.n.02	1	noun	[honeycomb] a framework of hexagonal cells resembling the honeycomb built by bees ()
random.425	honeycomb	honeycomb.v.01	1	verb	[honeycomb] carve a honeycomb pattern into (The cliffs were honeycombed)
random.426	honeycomb	honeycomb.v.02	1	verb	[honeycomb] penetrate thoroughly and into every part (the revolutionaries honeycombed the organization)
random.427	honeycomb	honeycomb.v.03	1	verb	[honeycomb] make full of cavities, like a honeycomb ()
random.428	quilting	quilting.n.01	0	noun	[quilting] stitching through layers of fabric and a filling so as to create a design ()
random.429	quilting	quilting.n.02	0	noun	[quilting] a material used for making a quilt, or a quilted fabric ()
random.430	quilting	quilt.v.01	0	verb	[quilt] stitch or sew together (quilt the skirt)
random.431	quilting	quilt.v.02	0	verb	[quilt] create by stitching together ()
random.432	clinker	cinder.n.01	0	noun	[cinder; clinker] a fragment of incombustible matter left after a wood or coal or charcoal fire ()
random.433	clinker	clinker.n.02	0	noun	[clinker; clinker_brick] a hard brick used as a paving stone ()
random.434	clinker	clinker.v.01	0	verb	[clinker] clear out the cinders and clinker from (we clinkered the fire frequently)
random.435	clinker	clinker.v.02	0	verb	[clinker] turn to clinker or form clinker under excessive heat in burning ()
random.436	doubler	doubler.n.01	0	noun	[doubler] an electronic device that doubles the voltage or the frequency of an input signal ()
random.437	doubler	double.s.01	0	adj	[double; dual; twofold; two-fold; treble; threefold; three-fold] having more than one decidedly dissimilar aspects or qualities; ; - R.W.Emerson; -Frederick Harrison (a double (or dual) role for an actor | the office of a clergyman is twofold; public preaching and private influence | every episode has its double and treble meaning)
random.438	doubler	double.s.02	0	adj	[double; dual; duple] consisting of or involving two parts or components usually in pairs (an egg with a double yolk | a double (binary) star | double doors | dual controls for pilot and copilot | duple (or double) time consists of two (or a multiple of two) beats to a measure)
random.439	doubler	double.s.03	0	adj	[double; doubled; twofold; two-fold] twice as great or many (ate a double portion | the dose is doubled | a twofold increase)
random.440	doubler	double.a.04	0	adj	[double] used of flowers having more than the usual number of petals in crowded or overlapping arrangements (double chrysanthemums have many rows of petals and are usually spherical or hemispherical)
random.441	doubler	bivalent.a.02	0	adj	[bivalent; double] used of homologous chromosomes associated in pairs in synapsis ()
random.442	doubler	double.s.06	0	adj	[double] large enough for two (a double bed | a double room)
random.443	doubler	double.s.07	0	adj	[double; forked] having two meanings with intent to deceive (a sly double meaning | spoke with forked tongue)
random.444	fiddling	fiddle.v.01	1	verb	[fiddle; shirk; shrink_from; goldbrick] avoid (one's assigned duties) (The derelict soldier shirked his duties)
random.445	fiddling	fiddle.v.02	1	verb	[fiddle] commit fraud and steal from one's employer (We found out that she had been fiddling for years)
random.446	fiddling	fiddle.v.03	0	verb	[fiddle] play the violin or fiddle ()
random.447	fiddling	fiddle.v.04	0	verb	[fiddle] play on a violin (Zuckerman fiddled that song very nicely)
random.448	fiddling	toy.v.02	0	verb	[toy; fiddle; diddle; play] manipulate manually or in one's mind or imagination (She played nervously with her wedding ring | Don't fiddle with the screws | He played with the idea of running for the Senate)
random.449	fiddling	tamper.v.01	1	verb	[tamper; fiddle; monkey] play around with or alter or falsify, usually secretively or dishonestly (Someone tampered with the documents on my desk | The reporter fiddle with the facts)
random.450	fiddling	tinker.v.03	0	verb	[tinker; fiddle] try to fix or mend (Can you tinker with the T.V. set--it's not working right | She always fiddles with her van on the weekend)
random.451	fiddling	fiddling.s.01	0	adj	[fiddling; footling; lilliputian; little; niggling; piddling; piffling; petty; picayune; trivial] (informal) small and of little importance (a fiddling sum of money | a footling gesture | our worries are lilliputian compared with those of countries that are at war | a little (or small) matter | a dispute over niggling details | limited to petty enterprises | piffling efforts | giving a police officer a free meal may be against the law, but it seems to be a picayune infraction)
random.452	put_up	post.v.10	0	verb	[post; put_up] place so as to be noticed (post a sign | post a warning at the dump)
random.453	put_up	put_up.v.02	1	verb	[put_up; provide; offer] mount or put up (put up a good fight | offer resistance)
random.454	put_up	raise.v.09	0	verb	[raise; erect; rear; set_up; put_up] construct, build, or erect (Raise a barn)
random.455	put_up	digest.v.03	1	verb	[digest; endure; stick_out; stomach; bear; stand; tolerate; support; brook; abide; suffer; put_up] put up with something or somebody unpleasant (I cannot bear his constant criticism | The new secretary had to endure a lot of unprofessional remarks | he learned to tolerate the heat | She stuck out two years in a miserable marriage)
random.456	put_up	put_up.v.05	1	verb	[put_up] make available for sale at an auction (The dealer put up three of his most valuable paintings for auction)
random.457	put_up	can.v.01	1	verb	[can; tin; put_up] preserve in a can or tin (tinned foods are not very tasty)
random.458	put_up	house.v.02	1	verb	[house; put_up; domiciliate] provide housing for (The immigrants were housed in a new development outside the town)
random.459	put_up	put_up.v.08	1	verb	[put_up; contribute] provide (The city has to put up half the required amount)
random.460	put_up	nominate.v.01	1	verb	[nominate; put_up; put_forward] propose as a candidate for some honor ()
random.461	gummed	gum.v.01	0	verb	[gum] cover, fill, fix or smear with or as if with gum (if you gum the tape it is stronger)
random.462	gummed	mumble.v.02	0	verb	[mumble; gum] grind with the gums; chew without teeth and with great difficulty (the old man had no teeth left and mumbled his food)
random.463	gummed	gum.v.03	0	verb	[gum] become sticky ()
random.464	gummed	gum.v.04	0	verb	[gum] exude or form gum (these trees gum in the Spring)
random.465	gummed	gummed.s.01	0	adj	[gummed; gummy] covered with adhesive gum ()
